ΕΘ+\Ο,,,,ka-pa-si-ja/ ka-pa-ti-ja,,,,,,Καρπασία/ Καρπαθία,,,,,,,,Karpasia/ Karpathia,,,,,personal/ ethnic name of 'Karpathos'(fem.),
ffi[ffιlCΔΔ,,,,ka-pe-se-wa-o wo-wo,,,,,,(ka-pe-se-wa-o) FόρFος,,,,,,,,(ka-pe-se-wa-o) vorvos,,,,,place name (see 'νοrνοs'),
ffiffiYD,,,,ka-pi-ni-ja,,,,,,καπνία,,,,,,,,kapnia,,,,,'chimney',
ΕΘ,,,,ka-po,,,,,,καρπός,,,,,,,,karpos,,,,,fruit,
ffibΊ1ffi,,,,ka-ra-a-pi,,,,,,καράαφι,,,,,,,,karaaphi,,,,,with a head,
ffibl+,,,,"ka-ra-do-ro/
ka-ra-do-ro -de",,,,,,Χάραδρος,,,,,,,,Haradros,,,,,place name (= gorge),
ffiblfιl[,,,,ka-ra-do-wa-ta,,,,,,ΧαραδοFάτας,,,,,,,,Haradovatas,,,,,personal name,
ffibCΨ,,,,ka-ra-ko,,,,,,γλάχων (>βλήχων),,,,,,,,glahon (>blehon),,,,,pennyroyal (plant),
ffibffii,,,,ka-ra-ma-to,,,,,,κλάσματος (κλάσμα),,,,,,,,klasmatos (klasma),,,,,"fragment, part",
EBb+r=r,,,,ka-ra-pa-so,,,,,,Κάρπασος (>Κάρπαθος),,,,,,,,"Karpasos
(>Karpathos)",,,,,place name,
ffibf Z,,,,ka-ra-re-we,,,,,,κλάρεFες/ κλαρέFει( ς) (κλαρεύς;),,,,,,,,klareves/ klarevei( s) (klareus?),,,,,kind of pot (stirrup jar),
ffibiCΨ,,,,ka-ra-u-ko,,,,,,Γλαύκος,,,,,,,,Glaukos,,,,,personal name,
ffibZ,,,,ka-ra-we,,,,,,"γράFες
(*γραύς >γραία)",,,,,,,,"graves
(*grafs >graia)",,,,,old women,
ffib +,,,,ka-ra-wi-po-ro,,,,,,κλα(δ)Fιφόρος (>κλειδοφόρος),,,,,,,,kla(d)viphoros (>kleidophoros),,,,,"religious title
(='key-bearer?')",
ΕΘΙF,,,,ka-ri-se-u,,,,,,Χαρισεύς,,,,,,,,Hariseus,,,,,personal name,
ΕΘ \Ί,,,,ka-ri-si-jo,,,,,,Χαρίσιος,,,,,,,,Harisios,,,,,personal name,
ΕΘ+-Υ-,,,,ka-ro-qo,,,,,,Χάροψ,,,,,,,,Harops,,,,,personal name,
E91m,,,,ka-ru-ke,,,,,,κάρυκες (κάρυξ> κήρυξ),,,,,,,,karykes (karyx> keryx),,,,,heralds,
Ε91Υ11,,,,ka-ru-pi/ ka-ru-we,,,,,,καρύφι/καρύFει (καρύα),,,,,,,,karyphi/karyfei (karya),,,,,(made of) nut- tree,
ffili,,,,ka-ru-to,,,,,,Κάρυστος,,,,,,,,Karystos,,,,,place name,
ΕΘΥΙ,,,,ka-sa-to,,,,,,Ξάνθος,,,,,,,,Xanthos,,,,,personal name,
ΕΘΟΙΙ,,,,ka-ta-wa,,,,,,ΚαταFάς,,,,,,,,Katawas,,,,,personal name,
ffiffi,,,,ka-ti,,,,,,κάρτις;,,,,,,,,kartis?,,,,,kind of pot (hydria),
ΕΘΙ,,,,ka-to/ ka-to-ro,,,,,,Κάστωρ,,,,,,,,Kastor,,,,,personal name,
ffiψf,,,,ka-tu-re-wi-ja/ ka-tu-ro2,,,,,,κανθυλήFιαι,,,,,,,,kanthyleviai,,,,,saddle- bags,
ffiis,,,,ka-u-no,,,,,,Χαύνος,,,,,,,,Haunos,,,,,personal name,
ffitA,,,,ka-zo-e,,,,,,κάζοες (κάκΥοες> κακίονες),,,,,,,,kazoes (kakYoes> kakiones),,,,,(of) worse (quality),
ffiA,,,,"ke-e/
ke-i-ja-ka-ra- na",,,,,,"Κείεt/
Κεία Κράνα",,,,,,,,"Keiei/
Keia Κrana",,,,,place name (>κρήνη= spring),
mΨΊ,,,,ke-i-jo,,,,,,Κείος,,,,,,,,Keios,,,,,ethnic name of 'Keia/Κeie',
mffiiis,,,,ke-ka-u-me-no,,,,,,κεκαυμένος,,,,,,,,kekaumenos,,,,,burnt,
mffiiϊ,,,,ke-ke-me-na/ ke-ke-me-no,,,,,,κεκειμένα/ κεκείμενος,,,,,,,,kekeimena/ kekeimenos,,,,,common (refeπing to ktoina= plot; see opp. 'ktimena'),
mv,,,,ke-ki,,,,,,Κελχίς,,,,,,,,Kelhis,,,,,place name,
mvx,,,,ke-ki-de,,,,,,Κελχίδες,,,,,,,,Kelhides,,,,,ethnic name of 'Kelhis',
ffiW,,,,ke-ki-jo,,,,,,Κέρκιος,,,,,,,,Kerkios,,,,,personal name,
mb,,,,"ke-ra/
ke-ra-a2/ ke-ra-e/
ke-ra(-ja)/-i-ja ke-ra-ja-pi",,,,,,κέρας/ κέραhα,,,,,,,,keras/ keraha,,,,,horn (implying the material),
mbAZ,,,,ke-ra-e-we,,,,,,κεραέFει( ς) (κεραεύς),,,,,,,,keraevei(s) (keraeus),,,,,horn worker,
ffibiD,,,,ke-ra-me-ja,,,,,,Κεραμεία,,,,,,,,Kerameia,,,,,personal name (fem.),
mbii,,,,ke-ra-me-u / ke-ra-me-wo,,,,,,Κεραμεύς,,,,,,,,Kerameus,,,,,personal name,
mbii,,,,ke-ra-me-u,,,,,,κεραμεύς,,,,,,,,kerameus,,,,,potter,
"wbuu
ffi oΛ1",,,,ke-ra-no,,,,,,κελαινός,,,,,,,,kelainos,,,,,"dark, black",
mbr,,,,ke-ra-so,,,,,,Κερασώ,,,,,,,,Keraso,,,,,personal name (fem.),
mbmuBB,,,,ke-ra-ti-jo-jo wo-wo,,,,,,Κερατίοιο FόρFος,,,,,,,,Keratioio vorvos,,,,,"place name
(see also 'vorvos')",
mbίΊ,,,,ke-ra-u-jo,,,,,,Κεραύιος,,,,,,,,Keravios,,,,,personal name,
mrι,,,,ke-re-a2,,,,,,σκελέhας (>σκέλος),,,,,,,,skelehas (>skelos),,,,,legs,
ffif \ΊZffi,,,,ke-re-si-jo we- ke,,,,,,κρησιοFεργής,,,,,,,,kresiovergeis,,,,,of Cretan style,
mr+r,,,,ke-re-te-u,,,,,,Κρηθεύς,,,,,,,,Κretheus,,,,,personal name,
mrffiB,,,,ke-re-ti-wo,,,,,,ΚρήθιFος,,,,,,,,Κrethivos,,,,,place name,
ffi+\O,,,,ke-ro-si-ja,,,,,,γερονσία (>γερουσία),,,,,,,,"yeronsιa
(> yerousia)",,,,,council of elders ('senate'),
ffi+B,,,,ke-ro-wo,,,,,,ΚέροFος,,,,,,,,Kerovos,,,,,personal name,
mYI+,,,,ke-sa-do-ro,,,,,,Κέσανδρος,,,,,,,,Kesandros,,,,,personal name,
mΙΨ&:Ο,,,,ke-se-ne-wi-ja/ ke-se-ni-wi-ja/ ke-se-nu-wi-ja/ ke-se-ni-wi-jo/ ke-se-nu-wo,,,,,,ξένFια/ξένFιος (>ξένια/ξένιος),,,,,,,,xenwia/xenwios (>xenia/xenios),,,,,divine epithet (ξένιος= 'hospitable'),
mί,,,,"ke-u-po-da/ ke-u-po-da-o/
ke-u-po-de-ja",,,,,,χευσπόνδας/ χευσπόνδεια,,,,,,,,heuspondas/ heuspondeia,,,,,(=libation pourer),
miY,,,,ke-u-sa,,,,,,Κέουσας,,,,,,,,Κέουσας,,,,,personal name,
mΖίΊ,,,,ke-we-to-jo,,,,,,ΚηFέτοιο (ΚηFέτος),,,,,,,,Kevetoio (Kevetos),,,,,personal name,
vYD,,,,ki-ni-di-ja,,,,,,Κνίδια(ι),,,,,,,,Knidia(i),,,,,ethnic name (fem.),
νc,,,,ki-ri-ta,,,,,,κριθά (>κριθή),,,,,,,,kritha (>krithe),,,,,barley,
ν,,,,ki-si-wi-ja,,,,,,ΞίFια(ι),,,,,,,,Xivia(i),,,,,ethnic name of '>Chios?' (fem.),
\][Js,,,,ki-ta-no,,,,,,κίρτανος (>κρίτανος),,,,,,,,kirtanos (>kritanos),,,,,terebinth tree (see also 'ti-mi-to'),
νm\,,,,ki-ti-je-si,,,,,,κτίενσι,,,,,,,,ktiensi,,,,,"they cultivate (>κτίζω?= to settle, to found)",
νmιϊ,,,,ki-ti-me-na/ ki-ti-me-no,,,,,,κτιμένα/κτιμένος,,,,,,,,ktimena/ktimenos,,,,,"settled, owned (see also 'ktoina')",
vffiC,,,,ki-ti-ta,,,,,,κτίτας,,,,,,,,ktitas,,,,,"inhabitant, settler",
Vί,,,,ki-to,,,,,,χιτών,,,,,,,,hiton,,,,,"chiton, type of clothing",
vB,,,,"ki-wo/
ki-wo-na-de",,,,,,κίFων,,,,,,,,kiwon,,,,,pillar,
crιτ,,,,ko-do-jo,,,,,,Κοδοίο (Κόδος),,,,,,,,Kodoio (Kodos),,,,,personal name,
CΨΕ9+,,,,ko-ka-ro/ ku-ka-ro,,,,,,Κώκαλος/ Κύκαλος,,,,,,,,Kokalos/ Kykalos,,,,,personal name,
crv,,,,ko-ki-da,,,,,,Κόλχιδας,,,,,,,,Kolhidas,,,,,personal name,
rn,,,,ko-ki-jo,,,,,,Κόλχιος,,,,,,,,Kolhios,,,,,personal name,
crvro,,,,ko-ki-re-ja/,,,,,,κολχιρεία/ (*κολχίας>,,,,,,,,kolhireia (*kolhias>,,,,,"shell-shaped, spiral",
,,,,,,,,,,κοχλίας),,,,,,,,kohlias),,,,,,
,,,,ko-ku,,,,,,κόγχυς;,,,,,,,,konhys?,,,,,(>κόγχη= a mussel/something sharp),
+,,,,ko-ku-ro,,,,,,κογχυλός,,,,,,,,konhylos,,,,,shell-shaped/ purple,
αιz,,,,"ko-ma-we/
ko-ma-we-te/ ko-ma-we-to",,,,,,ΚομάFεις/ ΚομαFέντει/ ΚομαFέντος,,,,,,,,Komafeis/ Komafentei/ Komafentos,,,,,personal name (>κομάεις=  'with nice  hair'),
αιzc,,,,ko-ma-we-ta,,,,,,κομαFέντα,,,,,,,,komafenta,,,,,(κόμμα= stamp),
αιz+ο,,,,ko-ma-we-te-ja,,,,,,ΚομαFέντεια,,,,,,,,Komafenteia,,,,,goddess' s name (κόμα>κόμη= hair),
\,,,,ko-no,,,,,,σκοίνος,,,,,,,,skoinos,,,,,"schinus, rush (plant)",
s\O,,,,ko-no-si-ja/ ko-no-si-jo,,,,,,Κνώσια/ Κνώσιος,,,,,,,,Knosia/ Knosios,,,,,ethnic name of 'Knossos',
J=(,,,,"ko-no-so/
ko-no-so-de",,,,,,Κνωσός/ Κνωσόνδε,,,,,,,,Knosos/ Knosonde,,,,,place name,
mϊ,,,,ko-pi-na,,,,,,κοφίνα; (>κόφινος),,,,,,,,kophina? (>kophinos),,,,,'coffin?' (>κόφινος= basket),
r+,,,,ko-re-te/ ko-re-te-re,,,,,,κορέτερ/ κορέτηρες,,,,,,,,koreter koreteres,,,,,official title ('mayor'),
r+τ,,,,ko-re-te-ri-jo,,,,,,κορετήριον,,,,,,,,koreterion,,,,,refeπing to the 'koreter' (='mayor's  house'),
Ιϊ,,,,ko-ri-a2-da-na/ ko-ri-ja-da-na/ ko-ri-ja-do-no/ ko-ri-jo-da-na,,,,,,"κολίαδνα/ κολίαδνος
(>κολίαντρος)",,,,,,,,koriadna/ koriadnos (>koliantros),,,,,coriander (plant),
cr \O,,,,ko-ri-si-ja/ ko-ri-si-jo,,,,,,Κορίνσια/ Κορίνσιος (>Κορίνθια/ Κορίνθιος),,,,,,,,"Korinsia/ Korinsios
(>Korinthia/ Korinthios)",,,,,ethnic name of 'Koήnthos',
CΨί,,,,ko-ri-to,,,,,,Κόρινθος,,,,,,,,Korinthos,,,,,place name,
CΨ+ΊΒ,,,,"ko-ro-jo-wo-
. .
Wl-Ja",,,,,,κροιοFόρFια,,,,,,,,kroiovorvia,,,,,place name,
CΨbΨΊ,,,,ko-ro-ku-ra-i- JO,,,,,,Κροκυλαίοι (>Κερκυραίοι;),,,,,,,,"Κrokylaioi
(>Kerkyraioi ?)",,,,,"ethnic name of
>'Kerkyra' (Corfu)?",
cr+s2Y,,,,ko-ro-no-we-sa,,,,,,κορωνόFεσσα (κορωνός/ κορώνη;),,,,,,,,koronovessa (koronos/ korone?),,,,,"(pot decoration) (κορωνός= curved, crooked,
κορώνη= sea-crow",
fl,,,,ko-ru/ ko-ru-pi,,,,,,κόρυς/ κόρυ(θ)φι,,,,,,,,korys kory(th)phi,,,,,helmet,
ff20,,,,ko(-ru-)we-ja,,,,,,κορυFεία (>κουρήια;),,,,,,,,koryveia (>koureia?),,,,,"related to 'ko-wa'/ to 'ko-ru?'
(see also 'qo-wi- ja')",
cr=rrτ,,,,ko-so-u-to,,,,,,Ξούθος/ξουθός,,,,,,,,Ksouthos,,,,,"personal name (= blond, tawny)",
ΠΨϊ,,,,ko-to-i-na/ ko-to-na/ ko-to-na-o,,,,,,κτοίνα/ κτοινάων,,,,,,,,ktoina/ ktoinaon,,,,,plot of land,
πacr,,,,ko-to-no(-o)- ko,,,,,,κτοινόοχοι,,,,,,,,ktoinoohoi,,,,,plot owners,
NdJ,,,,ko-tu-ro2/ ko-tu-ro2-ne,,,,,,Κοτυρίων/ Κοτυρίονει,,,,,,,,Kotyrion/ Kotyrionei,,,,,personal name,
ΝΖ,,,,ko-tu-we/ ko-tu-wo,,,,,,ΚοτύFεt/ΚότυFος,,,,,,,,Kotyvei/Kotyvos,,,,,place name,
crzo,,,,ko-we-ja,,,,,,κόρFεια (>κούρια),,,,,,,,korfeia (>kouria),,,,,like a 'korfa' (see next),
,,,,ko-wa,,,,,,"κόρFα
(>κούρη, κόρη)",,,,,,,,"korfa
(>koure, kore)",,,,,"young woman, girl",
CΨΔ,,,,ko-wo,,,,,,κόρFος (>κούρος),,,,,,,,korfos (>kouros),,,,,young man,
CΨΔ,,,,ko-wo,,,,,,κόFος (>κώας),,,,,,,,kovos (>koas),,,,,fleece,
IYD,,,,ku-do-ni-ja,,,,,,Κυδωνία,,,,,,,,Kydonia,,,,,place name (modern Chania),
ΕΒ +,,,,ku-ka-da-ro,,,,,,Κυκάδαρος,,,,,,,,Kykadaros,,,,,personal name,
ffirr,,,,ku-ke-re-u,,,,,,Κυκλεύς,,,,,,,,Kykleus,,,,,personal name,
V s,,,,ku-mi-no/ ku-mi-no-jo,,,,,,κύμινον,,,,,,,,kyminon,,,,,cumin (plant),
ϊο,,,,ku-na-ja/ ku-na-ki-si,,,,,,γυναία/ γυναιξί,,,,,,,,wynaia/ wynaiksi,,,,,woman,
yffi[,,,,ku-na-ke-ta/ ku-na-ke-ta-i,,,,,,κυναγέτας,,,,,,,,kynagetas,,,,,hunter,
+,,,,ku-pa-ri-si-jo,,,,,,Κυπαρίσιοι (Κυπαρίσιος),,,,,,,,Kyparisioi (Κyparisios),,,,,ethnic name of 'Kypaήsos',
+ ι,,,,[ku-]pa-ri-so,,,,,,Κυπαρισσός,,,,,,,,Kyparisos,,,,,place name,
++,,,,ku-pa-ro,,,,,,κύπαιρος,,,,,,,,kypairos,,,,,cyperus (plant),
++2,,,,ku-pa-ro-we,,,,,,κυπαιρόFεν,,,,,,,,kypairofen,,,,,made with 'kypairos'  (see previous),
[f+,,,,ku-pe-se-ro,,,,,,Κύψελος,,,,,,,,Kypselos,,,,,personal name,
mτ,,,,ku-pi-ri-jo,,,,,,Κύπριος,,,,,,,,Kyprios,,,,,ethnic name (of Cyprus),
bs,,,,ku-ra-no,,,,,,Κυλάνος,,,,,,,,Kylanos,,,,,personal name,
rz,,,,ku-re-we,,,,,,ΚουρήFες (>Κουρήτες),,,,,,,,"Koureves
(>Kouretes= a warlike tribe)",,,,,group name,
ljs,,,,"ku-ru-me-no/ ku-ru-me-no-
JO",,,,,,Κλυμένος,,,,,,,,Klymenos,,,,,personal name,
(,,,,ku-ru-so,,,,,,χρυσός,,,,,,,,hrysos,,,,,gold,
rΔCΨ,,,,ku-ru-so-wo- ko,,,,,,χρυσοFοργός (>χρυσουργός),,,,,,,,hrysovorgos (>hrysourgos),,,,,gold worker,
lL*56,,,,ku-ru-su-pa3,,,,,,χρυσυφαία;,,,,,,,,hrysyfaia?,,,,,kind of pot (tripod amphora),
Ε,,,,ku-su,,,,,,ξύν (>συν),,,,,,,,ksyn (>syn),,,,,plus,
Ε+,,,,ku-su-pa,,,,,,ξύμπαν (>σύμπαν),,,,,,,,ksympan (>sympan),,,,,whole,
ΕΙ#,,,,ku-su-to-ro-pa,,,,,,ξυ(ν)στροφά (>συστροφή),,,,,,,,ksy(n)stropha (>systrophe),,,,,"collection, gathering",
[\ff,,,,ku-ta-(i-)to,,,,,,Κύταιστος,,,,,,,,Kytaistos,,,,,place name,
cmτ,,,,ku-ta-ti-jo,,,,,,Κυταίσιος,,,,,,,,Kytaisios,,,,,ethnic name of 'Kytaistos',
=Ι=ϊΊ,,,,ku-te-se-jo,,,,,,κυτέσειος/ κυτεσείοις (>κύτισος),,,,,,,,kyteseios/ kyteseiois (>kytisos),,,,,made from ebony/ in ebony,
+,,,,ku-te-ra-o/ ku-te-ra3,,,,,,Κυθεραίος/ Κυθερέα(ι),,,,,,,,Kytheraios Kytherea(i),,,,,ethnic name of 'Kythera',
+rrm,,,,ku-te-re-u-pi,,,,,,Κυθερεύφι (Κύθηρα),,,,,,,,Kythereuphi (Kythera),,,,,place name (modern Κithira),
ψ['s,,,,ku-tu-qa-no,,,,,,Κτυγιάνωρ,,,,,,,,Ktygianor,,,,,personal name,
fιls,,,,ku-wa-no,,,,,,κύFανος (>κύανος),,,,,,,,kywanos (>kyanos),,,,,"gemstone, lapis lazuli (κύανος= blue)",
Fι11ΔCΨ,,,,ku-wa-no-wo- ko,,,,,,κυFανοFοργός,,,,,,,,kyvanovorgos,,,,,gemstone worker,
,,,,,,,,,,,,,,,,,,,,,,,,
ΜΕΘ,,,,ma-ka,,,,,,Μά Γά; (Μάτερ Γαία),,,,,,,,Ma Ga? (Mater Gaia),,,,,='mother earth?' (goddess' name),
ΜΕΘΔ,,,,ma-ka-wo,,,,,,ΜαχάFων,,,,,,,,Mahafon,,,,,personal name,
®Υ,,,,ma-na-sa,,,,,,Μάνασσα,,,,,,,,Manassa,,,,,goddess' s name,
mY \lr,,,,ma-na-sι-we- ko,,,,,,ΜνασίFεργος,,,,,,,,Mnasivergos,,,,,personal name,
ΜΥCΨ,,,,ma-ni-ko,,,,,,Μάνιχος,,,,,,,,Manihos,,,,,personal name,
f+,,,,ma-no-u-ro,,,,,,Μάνουρος,,,,,,,,Manouros,,,,,personal name,
ΨΥΊ,,,,". .
ma-ra-ne-nI-JO",,,,,,Μαλανένιοι,,,,,,,,Maranenioi,,,,,ethnic name (related to 'Marineu '?),
=Ι=ί,,,,ma-ra-te-u,,,,,,Μαλατεύς/ Μαλθεύς,,,,,,,,Marateus/ Maltheus,,,,,personal/ ethnic name,
2,,,,ma-ra-te-we / ma-ri-ti(-wi)-jo,,,,,,μαλαθήFες/ μαλθί(Fι)ος,,,,,,,,malathives/ malthi(vi)os,,,,,ethnic name,
ΨΔ,,,,ma-ra-tu-wo,,,,,,μαράθυFον (>μάραθος),,,,,,,,marathyvon (>marathos),,,,,fennel (plant),
αιfί,,,,ma-re-u/ ma-re-wo,,,,,,Μαλεύς,,,,,,,,Maleus,,,,,personal name,
ffiΨi,,,,ma-ri-ne-u/ ma-n-ne-we,,,,,,Μαρινεύς,,,,,,,,Marineus,,,,,god's name?,
ffiΨίΌΨ,,,,ma-n-ne-we- Ja-1,,,,,,ΜαρινέFεια( ι),,,,,,,,Marineveia(i),,,,,priestess of 'Marineus'?,
αιc,,,,ma-ri-ta,,,,,,Μάλιτας,,,,,,,,Malitas,,,,,personal/ ethnic name,
αι+m,,,,ma-ro-pι,,,,,,Μαλόφι (Μάλος),,,,,,,,Malophi (Malos),,,,,place name,
αι+,,,,ma-te/ ma-te-re,,,,,,μάτερ,,,,,,,,mater,,,,,mother,
αι+r+Ψο,,,,"ma-te(-re) te-i-
Ja",,,,,,Μάτερ Θεία,,,,,,,,Mater Theia,,,,,'=diνine mother',
αιι+,,,,ma-to(-ro- )pu- ro,,,,,,Ματρόπυλος,,,,,,,,Matropylos,,,,,place name,
ffiiffiΊ,,,,ma-u-ti-jo,,,,,,Μαύτιος,,,,,,,,Mautios,,,,,personal name,
ίχΨΊ,,,,me-de-i-jo,,,,,,Μέδειος,,,,,,,,Medeios,,,,,personal name,
ίffiDBB,,,,me-ka-o wo- wo,,,,,,(me-ka-o) FόρFος,,,,,,,,(me-ka-o) vorvos,,,,,"place name
(see also 'vorvos')",
ίΥΊ,,,,". .
me-nI-JO",,,,,,μήνιος,,,,,,,,"me. .
1n10s",,,,,related to 'mein' (see next),
ίs,,,,me-no,,,,,,"μηνός
(μην> μήνας)",,,,,,,,"meιnos
(mein> meinas)",,,,,month (μήν= month/moon/an Anatolian deity),
ίtα,,,,me-no-e-Ja,,,,,,μηνοεία,,,,,,,,menoeιa,,,,,moon shaped?,
ίf ffi/i,,,,"me-re-ti-ra 2/
me-re-ti-ri-j a",,,,,,μελέστριαι,,,,,,,,melestriai,,,,,flour grinders (fem.),
ifi+,,,,me-re-u-ro,,,,,,μέλευρον (>μάλευρον),,,,,,,,meleuron (>maleuron),,,,,flour,
ί,,,,me-ri/ me-ri-to,,,,,,μέλι(ν)/ μέλιτον,,,,,,,,meli(n)/ meliton,,,,,honey,
ί Μ=Ι=,,,,"me-ri-da-ma- te/
me-ri-du-ma-te",,,,,,μελιδάματες/ μελιδύματες,,,,,,,,melidamates/ melidymates,,,,,ceremonial title (=' distήbutors of honey'?),
ί=Ι=Β,,,,me-ri-te-wo,,,,,,μελιτέFος (μελιτεύς),,,,,,,,melitevos (meliteus),,,,,personal name/ occupation (μέλι= honey),
ί[,,,,me-ta,,,,,,μετά,,,,,,,,meta,,,,,"after, with",
ίDΙ\ ίϊ,,,,me-ta-ke-ku- me-na,,,,,,μετακεκυμένα,,,,,,,,metakekumena,,,,,dismantled?,
rcνM:,,,,me-ta-ki-ti-ta,,,,,,μετακτίτας,,,,,,,,metaktitas,,,,,settler οη a second- stage (see also 'ktitas'),
ίC+,,,,me-ta-pa/ me-ta-pa-de,,,,,,Μετάπα/ Μετάπανδε,,,,,,,,Metapa/ Metapande,,,,,place name,
iCf1U,,,,me-ta-pi-jo,,,,,,Μετάπιος,,,,,,,,Metapios,,,,,ethnic name of 'Metapa',
ί §ί,,,,me-to-qe-u,,,,,,Μετωπεύς,,,,,,,,Metopeus,,,,,personal name,
ίίΊi,,,,me-U-JO-a2,,,,,,μεFίοhα (>μείονα),,,,,,,,mevioha (>meiona),,,,,"smaller
(many things)",
ίΊ,,,,me-wi-jo/ me-U-JO,,,,,,μεFίων/μεFίος (>μείων),,,,,,,,mevion/mevios (>meion),,,,,"smaller
(one person)",
ίΊΑ,,,,me-wi-jo-e/ me-U-JO-e,,,,,,μεFίοες (>μείονες),,,,,,,,mevιoes (>meiones),,,,,"smaller
(many persons)",
ίt,,,,me-zo,,,,,,μέζων/μέζος (>μείζων),,,,,,,,mezon/mezos (>meizon),,,,,"greater, bigger (one person)",
itl,,,,me-zo-a2,,,,,,μέζοhα (>μείζονα),,,,,,,,mezoha (>meizona),,,,,"greater, bigger (many things)",
ίtΑ,,,,me-zo-e,,,,,,μέζοες (>μείζονες),,,,,,,,mezoes (>meizones),,,,,"greater, bigger (many persons)",
v,,,,-Πll,,,,,,-μιν,,,,,,,,-mιη,,,,,him/her,
lιkΠΏ,,,,mi-ra-ti-ja,,,,,,Μιλάτια(ι),,,,,,,,Milatia(i),,,,,ethnic name of 'Milatos'  (Miletus),
vc,,,,mi-ta,,,,,,μίνθα (>μέντα),,,,,,,,mintha (>menta),,,,,"mentha, mint (plant)",
ViZY,,,,mi-to-we-sa/ mi-to-we-sa-e,,,,,,μιλτόFεσσα,,,,,,,,miltovessa,,,,,(painted) red,
r-r=r,,,,mo-qo-so,,,,,,Μοψός,,,,,,,,Mopsos,,,,,personal name,
rrr,,,,mo-re-u,,,,,,Μολεύς,,,,,,,,Moleus,,,,,personal name,
rΒΙ,,,,mo-ri-wo-do,,,,,,μόλυβδος,,,,,,,,molyvdos,,,,,lead,
(+'?',,,,mo-ro-qa,,,,,,μορόπας,,,,,,,,moropas,,,,,official (military?) title,
r++,,,,mo-ro-po-ro/ mo-ro-qo-ro-Jo,,,,,,Μόροπλος,,,,,,,,Moroplos,,,,,personal name,
,,,,,,,,,,,,,,,,,,,,,,,,
ϊΨΙΊ,,,,". .
na-1-se-w1-Jo",,,,,,ΝαϊσέFιος,,,,,,,,Na'isevios,,,,,personal name,
ϊrιr,,,,na-u-do-mo,,,,,,ναυδόμος,,,,,,,,naudomos,,,,,ship worker,
ϊi\mf Z,,,,na-u-si-ke-re[- we],,,,,,ΝαυσικλέFεις (>Ναυσικλής),,,,,,,,Nausikleveis (>Νausikles),,,,,personal name,
ϊΊ,,,,". .
na-wI-JO",,,,,,"νάFιος
(ναFός>ναός)",,,,,,,,navιos (navos>naos),,,,,of the temple,
ϊ+,,,,na-wι-ro,,,,,,ΝάFιλος,,,,,,,,Navilos,,,,,personal name,
ΨχfιL,,,,ne-de-wa-ta/ ne-de-wa-ta-o,,,,,,ΝεδFάτας,,,,,,,,Nedwatas,,,,,personal name,
ΨχΖΑ,,,,"ne-de-we( -e)/
ne-do-wo-ta- de/
ne-do-wo-te",,,,,,ΝεδεFεί(ει)/ ΝeδFότανδε/ ΝέδFοθεν (ΝέδFα/ΝέδFων),,,,,,,,Nedevei(ei)/ Nedvotande/ Nedvothen (Nedfa/Nedfon),,,,,place name (>Νέδα= a modern river),
ψrNJsf,,,,ne-ti-ja-no(-re),,,,,,Νεστιάνωρ,,,,,,,,Nestianor,,,,,personal name,
ιfιl,,,,ne-wa/ ne-wo,,,,,,νέFα/νέFος (>νέα/νέος),,,,,,,,neva/nevos (>nea/neos),,,,,new,
Ofi,,,,no-pe-re-a2/ no-pe-re(-e),,,,,,νωφελέα,,,,,,,,nophelea,,,,,useless,
1   Bvx,,,,no-ri-wo-ki-de,,,,,,(ηο-ri-wο-)κιδες,,,,,,,,(no-ri-wo-)kides,,,,,ethnic/group name,
ι FιΙο,,,,"nu-wa-ja/
. .
nu-wa+Ja",,,,,,νυμFαία;,,,,,,,,numfaia?,,,,,kind of cloth/textile (>νυμφαία= yellow water-lily/ νύμφα= bride),
,,,,,,,,,,,,,,,,,,,,,,,,
[J,,,,"ο-/
o-a2/
o-da-a2/
o-de-qa-a2",,,,,,"ο-/ οhά/ οδάhα/
οδετάhα",,,,,,,,"ο-/ oha/ odaha/
odetaha",,,,,"introductory/ prothetic world
='who, in this manner' (see also 'jo-')",
[J  [,,,,"o-da-twe-ta /
o-da-tu-we-ta/ o-da-ke-we-ta/ o-da-ku-we-ta",,,,,,οδατFέντα (>οδούς= δόντι),,,,,,,,odathenta (>odous= tooth),,,,,provided with 'teeth'  (of wheels),
um12,,,,o-du-ru-we/ o-du-ru-wo,,,,,,ΟδρύFει (Οδρύς;),,,,,,,,Odryvei (Odrys?),,,,,place name,
DΠ\1&Ό,,,,o-du-ru-wi-ja/ o-du-ru-wi-jo,,,,,,ΟδρύFια/ ΟδρύFιος,,,,,,,,Odryvia/ Odryvios,,,,,ethnic name of 'Odryvei/Odrys',
Lffi,,,,o-ka,,,,,,ορχά (>αρχή),,,,,,,,orha (>arhe),,,,,command/mission/ (military) unit,
Lffib,,,,o-ka-ra,,,,,,Οιχαλαί,,,,,,,,Oihalai,,,,,place name,
Lffi,,,,o-ka-ra3,,,,,,Οιχαλέα(ι),,,,,,,,Oihalea(i),,,,,ethnic name of 'Oihalai',
[Jcψjψj,,,,o-ko-me-ne-u,,,,,,Ορχομενεύς,,,,,,,,Orhomeneus,,,,,personal name,
