sequence_number,sequence,complete,length,id,document_name,link,sequences
2,LANA,False,1,3351,VOL X 2,https://liber.cnr.it/tablet/view/3351,3
3,20,False,1,3351,VOL X 2,https://liber.cnr.it/tablet/view/3351,3
1,LANA,False,1,3352,VOL X 2,https://liber.cnr.it/tablet/view/3352,2
2,21,False,1,3352,VOL X 2,https://liber.cnr.it/tablet/view/3352,2
1,LANA,True,1,3353,VOL X 2,https://liber.cnr.it/tablet/view/3353,2
2,9,True,1,3353,VOL X 2,https://liber.cnr.it/tablet/view/3353,2
1,OVISx,False,1,3354,VOL X 2,https://liber.cnr.it/tablet/view/3354,3
2,50,False,1,3354,VOL X 2,https://liber.cnr.it/tablet/view/3354,3
3,LANA,False,1,3354,VOL X 2,https://liber.cnr.it/tablet/view/3354,3
1,56,False,1,3355,VOL X 2,https://liber.cnr.it/tablet/view/3355,3
2,LANA,False,1,3355,VOL X 2,https://liber.cnr.it/tablet/view/3355,3
3,9,False,1,3355,VOL X 2,https://liber.cnr.it/tablet/view/3355,3
1,50,False,1,3356,VOL X 2,https://liber.cnr.it/tablet/view/3356,3
2,LANA,False,1,3356,VOL X 2,https://liber.cnr.it/tablet/view/3356,3
3,10,False,1,3356,VOL X 2,https://liber.cnr.it/tablet/view/3356,3
1,OVISm,True,1,3357,VOL X 2,https://liber.cnr.it/tablet/view/3357,3
2,200,True,1,3357,VOL X 2,https://liber.cnr.it/tablet/view/3357,3
3,LANA,True,1,3357,VOL X 2,https://liber.cnr.it/tablet/view/3357,3
1,4,False,1,3358,VOL X 2,https://liber.cnr.it/tablet/view/3358,3
2,LANA,False,1,3358,VOL X 2,https://liber.cnr.it/tablet/view/3358,3
3,4,False,1,3358,VOL X 2,https://liber.cnr.it/tablet/view/3358,3
1,OVISm,False,1,3359,VOL X 2,https://liber.cnr.it/tablet/view/3359,4
2,100,False,1,3359,VOL X 2,https://liber.cnr.it/tablet/view/3359,4
3,LANA,False,1,3359,VOL X 2,https://liber.cnr.it/tablet/view/3359,4
4,10,False,1,3359,VOL X 2,https://liber.cnr.it/tablet/view/3359,4
1,1,True,1,3360,VOL X 2,https://liber.cnr.it/tablet/view/3360,4
2,o,True,1,3360,VOL X 2,https://liber.cnr.it/tablet/view/3360,4
3,LANA,True,1,3360,VOL X 2,https://liber.cnr.it/tablet/view/3360,4
4,4,True,1,3360,VOL X 2,https://liber.cnr.it/tablet/view/3360,4
1,70,False,1,3361,VOL X 2,https://liber.cnr.it/tablet/view/3361,3
2,LANA,False,1,3361,VOL X 2,https://liber.cnr.it/tablet/view/3361,3
3,14,False,1,3361,VOL X 2,https://liber.cnr.it/tablet/view/3361,3
1,55,True,1,3362,VOL X 2,https://liber.cnr.it/tablet/view/3362,2
2,LANA,True,1,3362,VOL X 2,https://liber.cnr.it/tablet/view/3362,2
1,7,False,1,3363,VOL X 2,https://liber.cnr.it/tablet/view/3363,2
2,LANA,False,1,3363,VOL X 2,https://liber.cnr.it/tablet/view/3363,2
1,o,True,1,3364,VOL X 2,https://liber.cnr.it/tablet/view/3364,3
2,LANA,True,1,3364,VOL X 2,https://liber.cnr.it/tablet/view/3364,3
3,3,True,1,3364,VOL X 2,https://liber.cnr.it/tablet/view/3364,3
1,LANA,True,1,3365,VOL X 2,https://liber.cnr.it/tablet/view/3365,4
2,12,True,1,3365,VOL X 2,https://liber.cnr.it/tablet/view/3365,4
3,o,True,1,3365,VOL X 2,https://liber.cnr.it/tablet/view/3365,4
4,LANA,True,1,3365,VOL X 2,https://liber.cnr.it/tablet/view/3365,4
1,1,True,1,3366,VOL X 2,https://liber.cnr.it/tablet/view/3366,3
2,o,True,1,3366,VOL X 2,https://liber.cnr.it/tablet/view/3366,3
3,LANA,True,1,3366,VOL X 2,https://liber.cnr.it/tablet/view/3366,3
1,20,True,1,3367,VOL X 2,https://liber.cnr.it/tablet/view/3367,2
2,LANA,True,1,3367,VOL X 2,https://liber.cnr.it/tablet/view/3367,2
1,LANA,False,1,3368,VOL X 2,https://liber.cnr.it/tablet/view/3368,2
2,20,False,1,3368,VOL X 2,https://liber.cnr.it/tablet/view/3368,2
1,LANA,True,1,3369,VOL X 2,https://liber.cnr.it/tablet/view/3369,4
2,2,True,1,3369,VOL X 2,https://liber.cnr.it/tablet/view/3369,4
3,o,True,1,3369,VOL X 2,https://liber.cnr.it/tablet/view/3369,4
4,LANA,True,1,3369,VOL X 2,https://liber.cnr.it/tablet/view/3369,4
1,a,False,1,3370,VOL X 2,https://liber.cnr.it/tablet/view/3370,2
2,[?]-ki-ro,False,3,3370,VOL X 2,https://liber.cnr.it/tablet/view/3370,2
1,LANA,True,1,3371,VOL X 2,https://liber.cnr.it/tablet/view/3371,2
2,7,True,1,3371,VOL X 2,https://liber.cnr.it/tablet/view/3371,2
1,OVISm,True,1,3372,VOL X 2,https://liber.cnr.it/tablet/view/3372,4
2,30,True,1,3372,VOL X 2,https://liber.cnr.it/tablet/view/3372,4
3,a-nu-ko,True,3,3372,VOL X 2,https://liber.cnr.it/tablet/view/3372,4
4,da-mi-ni-jo,True,4,3372,VOL X 2,https://liber.cnr.it/tablet/view/3372,4
1,2,True,1,3373,VOL X 2,https://liber.cnr.it/tablet/view/3373,3
2,M,True,1,3373,VOL X 2,https://liber.cnr.it/tablet/view/3373,3
3,1,True,1,3373,VOL X 2,https://liber.cnr.it/tablet/view/3373,3
1,22,True,1,3374,VOL X 2,https://liber.cnr.it/tablet/view/3374,1
1,4,False,1,3375,VOL X 2,https://liber.cnr.it/tablet/view/3375,4
2,o,False,1,3375,VOL X 2,https://liber.cnr.it/tablet/view/3375,4
3,LANA,False,1,3375,VOL X 2,https://liber.cnr.it/tablet/view/3375,4
4,4,False,1,3375,VOL X 2,https://liber.cnr.it/tablet/view/3375,4
1,LANA,False,1,3376,VOL X 2,https://liber.cnr.it/tablet/view/3376,4
2,20,False,1,3376,VOL X 2,https://liber.cnr.it/tablet/view/3376,4
3,o,False,1,3376,VOL X 2,https://liber.cnr.it/tablet/view/3376,4
4,LANA,False,1,3376,VOL X 2,https://liber.cnr.it/tablet/view/3376,4
1,e-ke,True,2,3377,VOL X 2,https://liber.cnr.it/tablet/view/3377,11
2,e-u-da-i-ta,True,5,3377,VOL X 2,https://liber.cnr.it/tablet/view/3377,11
3,OVISf,True,1,3377,VOL X 2,https://liber.cnr.it/tablet/view/3377,11
4,39,True,1,3377,VOL X 2,https://liber.cnr.it/tablet/view/3377,11
5,ki-u-ro,True,3,3377,VOL X 2,https://liber.cnr.it/tablet/view/3377,11
6,su-ki-ri-ta-pi,True,5,3377,VOL X 2,https://liber.cnr.it/tablet/view/3377,11
7,o,True,1,3377,VOL X 2,https://liber.cnr.it/tablet/view/3377,11
8,ki,True,1,3377,VOL X 2,https://liber.cnr.it/tablet/view/3377,11
9,OVIS,True,1,3377,VOL X 2,https://liber.cnr.it/tablet/view/3377,11
10,15,True,1,3377,VOL X 2,https://liber.cnr.it/tablet/view/3377,11
11,separatum,True,1,3377,VOL X 2,https://liber.cnr.it/tablet/view/3377,11
1,sa-qa-re-jo,True,4,3378,VOL X 2,https://liber.cnr.it/tablet/view/3378,9
2,OVISf,True,1,3378,VOL X 2,https://liber.cnr.it/tablet/view/3378,9
3,50,True,1,3378,VOL X 2,https://liber.cnr.it/tablet/view/3378,9
4,da,True,1,3378,VOL X 2,https://liber.cnr.it/tablet/view/3378,9
5,ka-ru-no,True,3,3378,VOL X 2,https://liber.cnr.it/tablet/view/3378,9
6,o,True,1,3378,VOL X 2,https://liber.cnr.it/tablet/view/3378,9
7,ki,True,1,3378,VOL X 2,https://liber.cnr.it/tablet/view/3378,9
8,OVISm,True,1,3378,VOL X 2,https://liber.cnr.it/tablet/view/3378,9
9,50,True,1,3378,VOL X 2,https://liber.cnr.it/tablet/view/3378,9
1,ki,False,1,3379,VOL X 2,https://liber.cnr.it/tablet/view/3379,8
2,OVISm,False,1,3379,VOL X 2,https://liber.cnr.it/tablet/view/3379,8
3,30,False,1,3379,VOL X 2,https://liber.cnr.it/tablet/view/3379,8
4,LANA,False,1,3379,VOL X 2,https://liber.cnr.it/tablet/view/3379,8
5,2,False,1,3379,VOL X 2,https://liber.cnr.it/tablet/view/3379,8
6,o,False,1,3379,VOL X 2,https://liber.cnr.it/tablet/view/3379,8
7,LANA,False,1,3379,VOL X 2,https://liber.cnr.it/tablet/view/3379,8
8,2,False,1,3379,VOL X 2,https://liber.cnr.it/tablet/view/3379,8
1,OVISf,True,1,3380,VOL X 2,https://liber.cnr.it/tablet/view/3380,13
2,140,True,1,3380,VOL X 2,https://liber.cnr.it/tablet/view/3380,13
3,LANA,True,1,3380,VOL X 2,https://liber.cnr.it/tablet/view/3380,13
4,12,True,1,3380,VOL X 2,https://liber.cnr.it/tablet/view/3380,13
5,o,True,1,3380,VOL X 2,https://liber.cnr.it/tablet/view/3380,13
6,OVISf,True,1,3380,VOL X 2,https://liber.cnr.it/tablet/view/3380,13
7,60,True,1,3380,VOL X 2,https://liber.cnr.it/tablet/view/3380,13
8,o,True,1,3380,VOL X 2,https://liber.cnr.it/tablet/view/3380,13
9,ki,True,1,3380,VOL X 2,https://liber.cnr.it/tablet/view/3380,13
10,OVISm,True,1,3380,VOL X 2,https://liber.cnr.it/tablet/view/3380,13
11,200,True,1,3380,VOL X 2,https://liber.cnr.it/tablet/view/3380,13
12,o,True,1,3380,VOL X 2,https://liber.cnr.it/tablet/view/3380,13
13,LANA,True,1,3380,VOL X 2,https://liber.cnr.it/tablet/view/3380,13
1,OVISf,True,1,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
2,46,True,1,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
3,ki,True,1,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
4,OVIS,True,1,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
5,5,True,1,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
6,LANA,True,1,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
7,5,True,1,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
8,M,True,1,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
9,1,True,1,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
10,mi-ti,True,2,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
11,ku-ta-to,True,3,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
12,o,True,1,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
13,OVISf,True,1,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
14,35,True,1,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
15,o,True,1,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
16,ki,True,1,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
17,OVIS,True,1,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
18,45,True,1,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
19,o,True,1,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
20,LANA,True,1,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
21,10,True,1,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
22,M,True,1,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
23,2,True,1,3381,VOL X 2,https://liber.cnr.it/tablet/view/3381,23
1,OVISf,False,1,3382,VOL X 2,https://liber.cnr.it/tablet/view/3382,11
2,60,False,1,3382,VOL X 2,https://liber.cnr.it/tablet/view/3382,11
3,WE,False,1,3382,VOL X 2,https://liber.cnr.it/tablet/view/3382,11
4,e-ko-so,False,3,3382,VOL X 2,https://liber.cnr.it/tablet/view/3382,11
5,ki,False,1,3382,VOL X 2,https://liber.cnr.it/tablet/view/3382,11
6,OVISm,False,1,3382,VOL X 2,https://liber.cnr.it/tablet/view/3382,11
7,25,False,1,3382,VOL X 2,https://liber.cnr.it/tablet/view/3382,11
8,o,False,1,3382,VOL X 2,https://liber.cnr.it/tablet/view/3382,11
9,ki,False,1,3382,VOL X 2,https://liber.cnr.it/tablet/view/3382,11
10,OVISm,False,1,3382,VOL X 2,https://liber.cnr.it/tablet/view/3382,11
11,32,False,1,3382,VOL X 2,https://liber.cnr.it/tablet/view/3382,11
1,OVISf,False,1,3383,VOL X 2,https://liber.cnr.it/tablet/view/3383,13
2,70,False,1,3383,VOL X 2,https://liber.cnr.it/tablet/view/3383,13
3,o,False,1,3383,VOL X 2,https://liber.cnr.it/tablet/view/3383,13
4,OVISf,False,1,3383,VOL X 2,https://liber.cnr.it/tablet/view/3383,13
5,10,False,1,3383,VOL X 2,https://liber.cnr.it/tablet/view/3383,13
6,WE,False,1,3383,VOL X 2,https://liber.cnr.it/tablet/view/3383,13
7,e-ko-so,False,3,3383,VOL X 2,https://liber.cnr.it/tablet/view/3383,13
8,ki,False,1,3383,VOL X 2,https://liber.cnr.it/tablet/view/3383,13
9,OVISm,False,1,3383,VOL X 2,https://liber.cnr.it/tablet/view/3383,13
10,35,False,1,3383,VOL X 2,https://liber.cnr.it/tablet/view/3383,13
11,o,False,1,3383,VOL X 2,https://liber.cnr.it/tablet/view/3383,13
12,ki,False,1,3383,VOL X 2,https://liber.cnr.it/tablet/view/3383,13
13,OVISm,False,1,3383,VOL X 2,https://liber.cnr.it/tablet/view/3383,13
1,OVISf,False,1,3384,VOL X 2,https://liber.cnr.it/tablet/view/3384,10
2,50,False,1,3384,VOL X 2,https://liber.cnr.it/tablet/view/3384,10
3,o-ku,False,2,3384,VOL X 2,https://liber.cnr.it/tablet/view/3384,10
4,e-ko-so,False,3,3384,VOL X 2,https://liber.cnr.it/tablet/view/3384,10
5,ki,False,1,3384,VOL X 2,https://liber.cnr.it/tablet/view/3384,10
6,OVISm,False,1,3384,VOL X 2,https://liber.cnr.it/tablet/view/3384,10
7,44,False,1,3384,VOL X 2,https://liber.cnr.it/tablet/view/3384,10
8,o,False,1,3384,VOL X 2,https://liber.cnr.it/tablet/view/3384,10
9,ki,False,1,3384,VOL X 2,https://liber.cnr.it/tablet/view/3384,10
10,OVISm,False,1,3384,VOL X 2,https://liber.cnr.it/tablet/view/3384,10
1,sa-qa-re-jo,False,4,3385,VOL X 2,https://liber.cnr.it/tablet/view/3385,15
2,OVISf,False,1,3385,VOL X 2,https://liber.cnr.it/tablet/view/3385,15
3,43,False,1,3385,VOL X 2,https://liber.cnr.it/tablet/view/3385,15
4,LANA,False,1,3385,VOL X 2,https://liber.cnr.it/tablet/view/3385,15
5,3,False,1,3385,VOL X 2,https://liber.cnr.it/tablet/view/3385,15
6,M,False,1,3385,VOL X 2,https://liber.cnr.it/tablet/view/3385,15
7,*56-ko-we-e,False,4,3385,VOL X 2,https://liber.cnr.it/tablet/view/3385,15
8,o,False,1,3385,VOL X 2,https://liber.cnr.it/tablet/view/3385,15
9,OVISf,False,1,3385,VOL X 2,https://liber.cnr.it/tablet/view/3385,15
10,7,False,1,3385,VOL X 2,https://liber.cnr.it/tablet/view/3385,15
11,o,False,1,3385,VOL X 2,https://liber.cnr.it/tablet/view/3385,15
12,ki,False,1,3385,VOL X 2,https://liber.cnr.it/tablet/view/3385,15
13,OVISm,False,1,3385,VOL X 2,https://liber.cnr.it/tablet/view/3385,15
14,50,False,1,3385,VOL X 2,https://liber.cnr.it/tablet/view/3385,15
15,o,False,1,3385,VOL X 2,https://liber.cnr.it/tablet/view/3385,15
1,OVISf,False,1,3386,VOL X 2,https://liber.cnr.it/tablet/view/3386,12
2,50,False,1,3386,VOL X 2,https://liber.cnr.it/tablet/view/3386,12
3,WE,False,1,3386,VOL X 2,https://liber.cnr.it/tablet/view/3386,12
4,di-ta-ka-so,False,4,3386,VOL X 2,https://liber.cnr.it/tablet/view/3386,12
5,e-ko-so,False,3,3386,VOL X 2,https://liber.cnr.it/tablet/view/3386,12
6,ki,False,1,3386,VOL X 2,https://liber.cnr.it/tablet/view/3386,12
7,OVISm,False,1,3386,VOL X 2,https://liber.cnr.it/tablet/view/3386,12
8,10,False,1,3386,VOL X 2,https://liber.cnr.it/tablet/view/3386,12
9,o,False,1,3386,VOL X 2,https://liber.cnr.it/tablet/view/3386,12
10,ki,False,1,3386,VOL X 2,https://liber.cnr.it/tablet/view/3386,12
11,OVISm,False,1,3386,VOL X 2,https://liber.cnr.it/tablet/view/3386,12
12,40,False,1,3386,VOL X 2,https://liber.cnr.it/tablet/view/3386,12
1,ra-wo-qo-no-jo,False,5,3387,VOL X 2,https://liber.cnr.it/tablet/view/3387,6
2,OVISf,False,1,3387,VOL X 2,https://liber.cnr.it/tablet/view/3387,6
3,*56-na-ro,False,3,3387,VOL X 2,https://liber.cnr.it/tablet/view/3387,6
4,da-wo,False,2,3387,VOL X 2,https://liber.cnr.it/tablet/view/3387,6
5,ki,False,1,3387,VOL X 2,https://liber.cnr.it/tablet/view/3387,6
6,OVISx,False,1,3387,VOL X 2,https://liber.cnr.it/tablet/view/3387,6
1,po-ti-ni-ja-we-jo,False,6,3388,VOL X 2,https://liber.cnr.it/tablet/view/3388,17
2,OVISf,False,1,3388,VOL X 2,https://liber.cnr.it/tablet/view/3388,17
3,50,False,1,3388,VOL X 2,https://liber.cnr.it/tablet/view/3388,17
4,LANA,False,1,3388,VOL X 2,https://liber.cnr.it/tablet/view/3388,17
5,3,False,1,3388,VOL X 2,https://liber.cnr.it/tablet/view/3388,17
6,M,False,1,3388,VOL X 2,https://liber.cnr.it/tablet/view/3388,17
7,ma-di-qo,False,3,3388,VOL X 2,https://liber.cnr.it/tablet/view/3388,17
8,si-ja-du-we,False,4,3388,VOL X 2,https://liber.cnr.it/tablet/view/3388,17
9,o,False,1,3388,VOL X 2,https://liber.cnr.it/tablet/view/3388,17
10,ki,False,1,3388,VOL X 2,https://liber.cnr.it/tablet/view/3388,17
11,OVISm,False,1,3388,VOL X 2,https://liber.cnr.it/tablet/view/3388,17
12,50,False,1,3388,VOL X 2,https://liber.cnr.it/tablet/view/3388,17
13,o,False,1,3388,VOL X 2,https://liber.cnr.it/tablet/view/3388,17
14,LANA,False,1,3388,VOL X 2,https://liber.cnr.it/tablet/view/3388,17
15,6,False,1,3388,VOL X 2,https://liber.cnr.it/tablet/view/3388,17
16,M,False,1,3388,VOL X 2,https://liber.cnr.it/tablet/view/3388,17
17,2,False,1,3388,VOL X 2,https://liber.cnr.it/tablet/view/3388,17
1,sa-qa-re-jo,True,4,3389,VOL X 2,https://liber.cnr.it/tablet/view/3389,16
2,a-ko-ro,True,3,3389,VOL X 2,https://liber.cnr.it/tablet/view/3389,16
3,e-pe-ke,True,3,3389,VOL X 2,https://liber.cnr.it/tablet/view/3389,16
4,OVISf,True,1,3389,VOL X 2,https://liber.cnr.it/tablet/view/3389,16
5,40,True,1,3389,VOL X 2,https://liber.cnr.it/tablet/view/3389,16
6,LANA,True,1,3389,VOL X 2,https://liber.cnr.it/tablet/view/3389,16
7,3,True,1,3389,VOL X 2,https://liber.cnr.it/tablet/view/3389,16
8,qa-ra₂-ro,True,3,3389,VOL X 2,https://liber.cnr.it/tablet/view/3389,16
9,ma-so-mo,True,3,3389,VOL X 2,https://liber.cnr.it/tablet/view/3389,16
10,o,True,1,3389,VOL X 2,https://liber.cnr.it/tablet/view/3389,16
11,ki,True,1,3389,VOL X 2,https://liber.cnr.it/tablet/view/3389,16
12,OVISm,True,1,3389,VOL X 2,https://liber.cnr.it/tablet/view/3389,16
13,40,True,1,3389,VOL X 2,https://liber.cnr.it/tablet/view/3389,16
14,o,True,1,3389,VOL X 2,https://liber.cnr.it/tablet/view/3389,16
15,LANA,True,1,3389,VOL X 2,https://liber.cnr.it/tablet/view/3389,16
16,5,True,1,3389,VOL X 2,https://liber.cnr.it/tablet/view/3389,16
1,po-ti-ni-ja-we-jo,True,6,3390,VOL X 2,https://liber.cnr.it/tablet/view/3390,17
2,OVISf,True,1,3390,VOL X 2,https://liber.cnr.it/tablet/view/3390,17
3,40,True,1,3390,VOL X 2,https://liber.cnr.it/tablet/view/3390,17
4,LANA,True,1,3390,VOL X 2,https://liber.cnr.it/tablet/view/3390,17
5,3,True,1,3390,VOL X 2,https://liber.cnr.it/tablet/view/3390,17
6,o,True,1,3390,VOL X 2,https://liber.cnr.it/tablet/view/3390,17
7,LANA,True,1,3390,VOL X 2,https://liber.cnr.it/tablet/view/3390,17
8,9,True,1,3390,VOL X 2,https://liber.cnr.it/tablet/view/3390,17
9,ri-*83-re-to,True,4,3390,VOL X 2,https://liber.cnr.it/tablet/view/3390,17
10,si-ja-du-we,True,4,3390,VOL X 2,https://liber.cnr.it/tablet/view/3390,17
11,o,True,1,3390,VOL X 2,https://liber.cnr.it/tablet/view/3390,17
12,OVISf,True,1,3390,VOL X 2,https://liber.cnr.it/tablet/view/3390,17
13,20,True,1,3390,VOL X 2,https://liber.cnr.it/tablet/view/3390,17
14,o,True,1,3390,VOL X 2,https://liber.cnr.it/tablet/view/3390,17
15,ki,True,1,3390,VOL X 2,https://liber.cnr.it/tablet/view/3390,17
16,OVISm,True,1,3390,VOL X 2,https://liber.cnr.it/tablet/view/3390,17
17,60,True,1,3390,VOL X 2,https://liber.cnr.it/tablet/view/3390,17
1,OVISf,True,1,3391,VOL X 2,https://liber.cnr.it/tablet/view/3391,16
2,17,True,1,3391,VOL X 2,https://liber.cnr.it/tablet/view/3391,16
3,o,True,1,3391,VOL X 2,https://liber.cnr.it/tablet/view/3391,16
4,OVISf,True,1,3391,VOL X 2,https://liber.cnr.it/tablet/view/3391,16
5,19,True,1,3391,VOL X 2,https://liber.cnr.it/tablet/view/3391,16
6,WE,True,1,3391,VOL X 2,https://liber.cnr.it/tablet/view/3391,16
7,6,True,1,3391,VOL X 2,https://liber.cnr.it/tablet/view/3391,16
8,ja,True,1,3391,VOL X 2,https://liber.cnr.it/tablet/view/3391,16
9,e-ko-so,True,3,3391,VOL X 2,https://liber.cnr.it/tablet/view/3391,16
10,ki,True,1,3391,VOL X 2,https://liber.cnr.it/tablet/view/3391,16
11,OVISm,True,1,3391,VOL X 2,https://liber.cnr.it/tablet/view/3391,16
12,6,True,1,3391,VOL X 2,https://liber.cnr.it/tablet/view/3391,16
13,o,True,1,3391,VOL X 2,https://liber.cnr.it/tablet/view/3391,16
14,ki,True,1,3391,VOL X 2,https://liber.cnr.it/tablet/view/3391,16
15,OVISm,True,1,3391,VOL X 2,https://liber.cnr.it/tablet/view/3391,16
16,24,True,1,3391,VOL X 2,https://liber.cnr.it/tablet/view/3391,16
1,sa-qa-re-jo,True,4,3392,VOL X 2,https://liber.cnr.it/tablet/view/3392,17
2,OVISf,True,1,3392,VOL X 2,https://liber.cnr.it/tablet/view/3392,17
3,27,True,1,3392,VOL X 2,https://liber.cnr.it/tablet/view/3392,17
4,LANA,True,1,3392,VOL X 2,https://liber.cnr.it/tablet/view/3392,17
5,2,True,1,3392,VOL X 2,https://liber.cnr.it/tablet/view/3392,17
6,o,True,1,3392,VOL X 2,https://liber.cnr.it/tablet/view/3392,17
7,LANA,True,1,3392,VOL X 2,https://liber.cnr.it/tablet/view/3392,17
8,11,True,1,3392,VOL X 2,https://liber.cnr.it/tablet/view/3392,17
9,nu-ka,True,2,3392,VOL X 2,https://liber.cnr.it/tablet/view/3392,17
10,da-ta-ra-mo,True,4,3392,VOL X 2,https://liber.cnr.it/tablet/view/3392,17
11,o,True,1,3392,VOL X 2,https://liber.cnr.it/tablet/view/3392,17
12,OVISf,True,1,3392,VOL X 2,https://liber.cnr.it/tablet/view/3392,17
13,43,True,1,3392,VOL X 2,https://liber.cnr.it/tablet/view/3392,17
14,o,True,1,3392,VOL X 2,https://liber.cnr.it/tablet/view/3392,17
15,ki,True,1,3392,VOL X 2,https://liber.cnr.it/tablet/view/3392,17
16,OVISm,True,1,3392,VOL X 2,https://liber.cnr.it/tablet/view/3392,17
17,70,True,1,3392,VOL X 2,https://liber.cnr.it/tablet/view/3392,17
1,re-jo,True,2,3393,VOL X 2,https://liber.cnr.it/tablet/view/3393,15
2,OVISf,True,1,3393,VOL X 2,https://liber.cnr.it/tablet/view/3393,15
3,50,True,1,3393,VOL X 2,https://liber.cnr.it/tablet/view/3393,15
4,ki,True,1,3393,VOL X 2,https://liber.cnr.it/tablet/view/3393,15
5,OVISm,True,1,3393,VOL X 2,https://liber.cnr.it/tablet/view/3393,15
6,40,True,1,3393,VOL X 2,https://liber.cnr.it/tablet/view/3393,15
7,LANA,True,1,3393,VOL X 2,https://liber.cnr.it/tablet/view/3393,15
8,7,True,1,3393,VOL X 2,https://liber.cnr.it/tablet/view/3393,15
9,o,True,1,3393,VOL X 2,https://liber.cnr.it/tablet/view/3393,15
10,ki,True,1,3393,VOL X 2,https://liber.cnr.it/tablet/view/3393,15
11,OVISm,True,1,3393,VOL X 2,https://liber.cnr.it/tablet/view/3393,15
12,10,True,1,3393,VOL X 2,https://liber.cnr.it/tablet/view/3393,15
13,o,True,1,3393,VOL X 2,https://liber.cnr.it/tablet/view/3393,15
14,LANA,True,1,3393,VOL X 2,https://liber.cnr.it/tablet/view/3393,15
15,3,True,1,3393,VOL X 2,https://liber.cnr.it/tablet/view/3393,15
1,LANA,True,1,3394,VOL X 2,https://liber.cnr.it/tablet/view/3394,9
2,2,True,1,3394,VOL X 2,https://liber.cnr.it/tablet/view/3394,9
3,M,True,1,3394,VOL X 2,https://liber.cnr.it/tablet/view/3394,9
4,2,True,1,3394,VOL X 2,https://liber.cnr.it/tablet/view/3394,9
5,o,True,1,3394,VOL X 2,https://liber.cnr.it/tablet/view/3394,9
6,LANA,True,1,3394,VOL X 2,https://liber.cnr.it/tablet/view/3394,9
7,5,True,1,3394,VOL X 2,https://liber.cnr.it/tablet/view/3394,9
8,M,True,1,3394,VOL X 2,https://liber.cnr.it/tablet/view/3394,9
9,1,True,1,3394,VOL X 2,https://liber.cnr.it/tablet/view/3394,9
1,sa-qa-re-jo,False,4,3395,VOL X 2,https://liber.cnr.it/tablet/view/3395,11
2,OVISf,False,1,3395,VOL X 2,https://liber.cnr.it/tablet/view/3395,11
3,60,False,1,3395,VOL X 2,https://liber.cnr.it/tablet/view/3395,11
4,LANA,False,1,3395,VOL X 2,https://liber.cnr.it/tablet/view/3395,11
5,so,False,1,3395,VOL X 2,https://liber.cnr.it/tablet/view/3395,11
6,e-ra,False,2,3395,VOL X 2,https://liber.cnr.it/tablet/view/3395,11
7,o,False,1,3395,VOL X 2,https://liber.cnr.it/tablet/view/3395,11
8,ki,False,1,3395,VOL X 2,https://liber.cnr.it/tablet/view/3395,11
9,OVISm,False,1,3395,VOL X 2,https://liber.cnr.it/tablet/view/3395,11
10,60,False,1,3395,VOL X 2,https://liber.cnr.it/tablet/view/3395,11
11,LANA,False,1,3395,VOL X 2,https://liber.cnr.it/tablet/view/3395,11
1,po-ti-ni-ja-we,True,5,3396,VOL X 2,https://liber.cnr.it/tablet/view/3396,14
2,OVISf,True,1,3396,VOL X 2,https://liber.cnr.it/tablet/view/3396,14
3,90,True,1,3396,VOL X 2,https://liber.cnr.it/tablet/view/3396,14
4,LANA,True,1,3396,VOL X 2,https://liber.cnr.it/tablet/view/3396,14
5,11,True,1,3396,VOL X 2,https://liber.cnr.it/tablet/view/3396,14
6,a-ko-i-da,True,4,3396,VOL X 2,https://liber.cnr.it/tablet/view/3396,14
7,qa-nwa-so,True,3,3396,VOL X 2,https://liber.cnr.it/tablet/view/3396,14
8,o,True,1,3396,VOL X 2,https://liber.cnr.it/tablet/view/3396,14
9,ki,True,1,3396,VOL X 2,https://liber.cnr.it/tablet/view/3396,14
10,OVISm,True,1,3396,VOL X 2,https://liber.cnr.it/tablet/view/3396,14
11,90,True,1,3396,VOL X 2,https://liber.cnr.it/tablet/view/3396,14
